ID_USU;SEX_USU;FEC_NAC_USU;EDAD_USU;GRU_ET;PAI_USU;TIE_DIS;NOM_SER;DEP_CA;PROV_CA;DIST_CA;FEC_ING;PER_ING;TIP_SEG_SAL;EST_ACT;FEC_EGR;NNA_DEJO_CALLE
SEC04128;1;2017-11-21;7;3;PERÚ;2;EDUCADORES DE CALLE;ICA;ICA;ICA;25/10/2023;1;1;1;NO APLICA;2
SEC04129;1;2010-05-21;15;4;PERÚ;2;EDUCADORES DE CALLE;LA LIBERTAD;TRUJILLO;TRUJILLO;28/08/2024;1;1;1;NO APLICA;2
SEC04130;1;2011-12-08;13;4;PERÚ;2;EDUCADORES DE CALLE;LA LIBERTAD;TRUJILLO;TRUJILLO;18/10/2024;1;1;1;NO APLICA;2
SEC04131;1;2014-11-27;10;3;PERÚ;2;EDUCADORES DE CALLE;AREQUIPA;AREQUIPA;MIRAFLORES;2/01/2025;1;1;1;NO APLICA;2
SEC04132;1;2008-12-08;16;4;PERÚ;2;EDUCADORES DE CALLE;LA LIBERTAD;TRUJILLO;TRUJILLO;18/12/2024;1;1;1;NO APLICA;2
SEC04133;1;2012-03-09;13;4;PERÚ;2;EDUCADORES DE CALLE;LA LIBERTAD;TRUJILLO;TRUJILLO;18/12/2024;1;1;1;NO APLICA;2
SEC04134;1;2009-08-02;15;4;PERÚ;2;EDUCADORES DE CALLE;CAJAMARCA;JAÉN;JAÉN;28/11/2022;1;1;1;NO APLICA;1
SEC04135;1;2018-09-19;6;3;PERÚ;2;EDUCADORES DE CALLE;CAJAMARCA;JAÉN;JAÉN;26/01/2024;1;1;1;NO APLICA;1
SEC04136;2;2010-02-08;15;4;PERÚ;2;EDUCADORES DE CALLE;HUÁNUCO;HUÁNUCO;HUÁNUCO;30/01/2020;1;1;1;NO APLICA;2
SEC04137;2;2011-08-01;13;4;PERÚ;2;EDUCADORES DE CALLE;HUÁNUCO;HUÁNUCO;HUÁNUCO;30/09/2023;1;1;1;NO APLICA;2
SEC04139;1;2013-10-17;11;3;PERÚ;2;EDUCADORES DE CALLE;HUÁNUCO;HUÁNUCO;HUÁNUCO;30/09/2023;1;1;1;NO APLICA;2
SEC04140;1;2012-07-14;13;4;PERÚ;2;EDUCADORES DE CALLE;LIMA;LIMA;ATE;23/09/2023;1;1;1;NO APLICA;2
SEC04141;1;2020-01-28;5;2;PERÚ;2;EDUCADORES DE CALLE;LIMA;LIMA;SAN BORJA;21/07/2025;2;1;1;NO APLICA;2
SEC04142;2;2012-10-14;12;4;VENEZUELA;2;EDUCADORES DE CALLE;LIMA;LIMA;MAGDALENA;7/01/2025;1;1;1;NO APLICA;2
SEC04143;1;2015-02-16;10;3;VENEZUELA;2;EDUCADORES DE CALLE;LIMA;LIMA;SURQUILLO;28/04/2022;3;1;2;2025-05-23;2
SEC04144;2;2012-10-14;12;4;VENEZUELA;2;EDUCADORES DE CALLE;LIMA;LIMA;MAGDALENA;7/01/2025;1;1;1;NO APLICA;2
